Gene Name,UniProt ID
IL3RA,P26951
IL4RA,P24394
IL8,P10145
IL9R,Q01113
ILDR1,Q86SU0
ILDR2,Q71H61
ILF3,Q12906
ILKAP,Q9H0C8
ILVBL,A1L0T0
IMMP2L,Q96T52
IMPA1,P29218
IMPAD1,Q9NX62
IMPG1,Q17R60
INA,Q16352
INAFM1,C9JVW0
INAFM2,P0DMQ5
INDO,P14902
INE1,O15225
ING3,Q9NXR8
ING4,Q9UNL4
ING5,Q8WYH8
INHBE,P58166
INIP,Q9NRY2
INKA1,Q96EL1
INKA2,Q9NTI7
INMT,O95050
INO80B,Q9C086
INO80C,Q6PI98
INO80D,Q53TQ3
INPP1,P49441
INPP5A,Q14642
INPP5B,P32019
INPP5F,Q9Y2H2
INPP5J,Q15735
INPP5K,Q9BT40
INS-IGF2,F8WCM5
INSL4,Q14641
INSL6,Q9Y581
INSM2,Q96T92
INSYN1,Q2T9L4
INSYN2A,Q6ZSG2
INSYN2B,A6NMK8
INTS10,Q9NVR2
INTS11,Q5TA45
INTS12,Q96CB8
INTS14,Q96SY0
INTS15,Q96N11
INTS2,Q9H0H0
INTS4,Q96HW7
INTS5,Q6P9B9
INTS6,Q9UL03
INTS6L,Q5JSJ4
INTS7,Q9NVH2
INTS8,Q75QN2
IP6K3,Q96PC2
IPCEF1,Q8WWN9
IPO11,Q9UI26
IPO4,Q8TEX9
IPP,Q9Y573
IPPK,Q9H8X2
IQANK1,A8MXQ7
IQCD,Q96DY2
IQCF1,Q8N6M8
IQCF2,Q8IXL9
IQCF3,P0C7M6
IQCF5,A8MTL0
IQCF6,A8MYZ5
IQCG,Q9H095
IQCH,Q86VS3
IQCJ,Q1A5X6
IQCJ-SCHIP1,B3KU38
IQCK,Q8N0W5
IQCN,Q9H0B3
IQSEC3,Q9UPP2
IQUB,Q8NA54
IRAG1,Q9Y6F6
IRAG2,Q12912
IRAK1BP1,Q5VVH5
IRF2,P14316
IRF2BPL,Q9H1B7
IRGC,Q6NXR0
IRGQ,Q8WZA9
IRX1,P78414
IRX2,Q9BZI1
IRX2-DT,Q86SI9
IRX4,P78413
IRX6,P78412
ISCA2,Q86U28
ISG20,Q96AZ6
ISG20L2,Q9H9L3
ISL2,Q96A47
ISLR2,Q6UXK2
ISM1,B1AKI9
ISM2,Q6H9L7
ISOC1,Q96CN7
ISOC2,Q96AB3
ISPD,A4D126
ISYNA1,Q9NPH2
ITFG2,Q969R8
ITGA10,O75578
ITGA11,Q9UKX5
ITGA8,P53708
ITGB1BP1,O14713
ITGB1BP2,Q9UKP3
ITGB1BP3,Q9NPI5
ITGB3BP,Q13352
ITIH6,Q6UXX5
ITM2B,Q9Y287
ITPKA,P23677
ITPR3,Q14573
ITPRID1,Q6ZRS4
ITPRIP,Q8IWB1
ITPRIPL1,Q6GPH6
ITPRIPL2,Q3MIP1
IWS1,Q96ST2
IYD,Q6PHW0
IZUMO1,Q8IYV9
IZUMO2,Q6UXV1
IZUMO3,Q5VZ72
IZUMO4,Q1ZYL8
JADE1,Q6IE81
JADE2,Q9NQC1
JADE3,Q92613
JAKMIP1,Q96N16
JAKMIP3,Q5VZ66
JAM2,P57087
JAML,Q86YT9
JARID2,Q92833
JHY,Q6NUN7
JMJD2C,Q9H3R0
JMJD4,Q9H9V9
JMJD5,Q8N371
JMJD7,P0C870
JMY,Q8N9B5
JOSD1,Q15040
JOSD2,Q8TAC2
JRK,O75564
JSRP1,Q96MG2
JTB,O76095
JUB,Q96IF1
KAL1,P23352
KANK1,Q14678
KANK3,Q6NY19
KANK4,Q5T7N3
KANSL1L,A0AUZ9
KANSL2,Q9H9L4
KANSL3,Q9P2N6
KANTR,A0A1W2PQU2
KARS,Q15046
KASH5,Q8N6L0
KAT14,Q9H8E8
KATNA1,O75449
KATNAL1,Q9BW62
KATNB1,Q9BVA0
KATNBL1,Q9H079
KAZALD1,Q96I82
KAZN,Q674X7
KBTBD12,Q3ZCT8
KBTBD13,C9JR72
KBTBD2,Q8IY47
KBTBD4,Q9NVX7
KBTBD6,Q86V97
KBTBD8,Q8NFY9
KCNA10,Q16322
KCNA4,P22459
KCNA6,P17658
KCNA7,Q96RP8
KCNAB1,Q14722
KCNAB2,Q13303
KCNAB3,O43448
KCNB2,Q92953
KCNC1,P48547
KCNC2,Q96PR1
KCNC4,Q03721
KCND1,Q9NSA2
KCNE3,Q9Y6H6
KCNE4,Q8WWG9
KCNE5,Q9UJ90
KCNF1,Q9H3M0
KCNG1,Q9UIX4
KCNG2,Q9UJ96
KCNG4,Q8TDN1
KCNH1,O95259
KCNH3,Q9ULD8
KCNH5,Q8NCM2
KCNH6,Q9H252
KCNH7,Q9NS40
KCNH8,Q96L42
KCNIP2,Q9NS61
KCNJ12,Q14500
KCNJ15,Q99712
KCNJ16,Q9NPI9
KCNJ4,P48050
KCNJ5-AS1,Q8TAV5
KCNJ8,Q15842
KCNJ9,Q92806
KCNK1,O00180
KCNK12,Q9HB15
KCNK13,Q9HB14
KCNK16,Q96T55
KCNK17,Q96T54
KCNK18,Q7Z418
KCNK7,Q9Y2U2
KCNMB1,Q16558
KCNMB3,Q9NPA1
KCNMB4,Q86W47
KCNQ1DN,Q9H478
KCNQ3,O43525
KCNQ4,P56696
KCNQ5,Q9NR82
KCNRG,Q8N5I3
KCNS2,Q9ULS6
KCNS3,Q9BQ31
KCNU1,A8MYU2
KCNV1,Q6PIU1
KCT2,Q8NC54
KCTD11,Q693B1
KCTD12,Q96CX2
KCTD14,Q9BQ13
KCTD16,Q68DU8
KCTD18,Q6PI47
KCTD2,Q14681
KCTD20,Q7Z5Y7
KCTD21,Q4G0X4
KCTD4,Q8WVF5
KCTD5,Q9NXV2
KCTD6,Q8NC69
KCTD7,Q96MP8
KCTD8,Q6ZWB6
KCTD9,Q7L273
KDELC1,Q6UW63
KDELC2,Q7Z4H8
KDELR2,P33947
KDELR3,O43731
KDM1B,Q8NB78
KDM4A,O75164
KDM4E,B2RXH2
KGD4,P82909
KHDC1,Q4VXA5
KHDC1L,Q5JSQ8
KHDC3L,Q587J8
KHDC4,Q7Z7F0
KHDRBS2,Q5VWX1
KIAA0040,Q15053
KIAA0087,Q14695
KIAA0100,Q14667
KIAA0232,Q92628
KIAA0319,Q5VV43
KIAA0355,O15063
KIAA0408,Q6ZU52
KIAA0513,O60268
KIAA0825,Q8IV33
KIAA0895,Q8NCT3
KIAA0930,Q6ICG6
KIAA1109,Q2LD37
KIAA1143,Q96AT1
KIAA1147,A4D1U4
KIAA1191,Q96A73
KIAA1210,Q9ULL0
KIAA1211L,Q6NV74
KIAA1217,Q5T5P2
KIAA1257,Q9ULG3
KIAA1324,Q6UXG2
KIAA1324L,A8MWY0
KIAA1328,Q86T90
KIAA1462,Q9P266
KIAA1522,Q9P206
KIAA1549,Q9HCM3
KIAA1549L,Q6ZVL6
KIAA1586,Q9HCI6
KIAA1614,Q5VZ46
KIAA1644,Q3SXP7
KIAA1656,Q569K6
KIAA1755,Q5JYT7
KIAA1919,Q5TF39
KIAA1958,Q8N8K9
KIAA2012,Q0VF49
KIAA2013,Q8IYS2
KICS2,Q96MD2
KIF18A,Q8NI77
KIF1BP,Q96EK5
KIF20B,Q96Q89
KIF25,Q9UIL4
KIF25-AS1,Q9Y6Z4
KIF28P,B7ZC32
KIF2B,Q8N4N8
KIF3C,O14782
KIF4A,O95239
KIF4B,Q2VIQ3
KIF7,Q2M1P5
KIF9,Q9HAQ2
KIFC3,Q9BVG8
KIR2DL1,P43626
KIR2DL5B,Q8NHK3
KIR2DS3,Q14952
KIR3DL3,Q8N743
KIR3DX1,Q9H7L2
KIRREL2,Q6UWL6
KIRREL3,Q8IZU9
KIS,Q8TAS1
KLB,Q86Z14
KLC3,Q6P597
KLC4,Q9NSK0
KLF1,Q13351
KLF17,Q5JT82
KLHDC1,Q8N7A1
KLHDC10,Q6PID8
KLHDC2,Q9Y2U9
KLHDC3,Q9BQ90
KLHDC7A,Q5VTJ3
KLHDC7B,Q96G42
KLHDC8A,Q8IYD2
KLHDC8B,Q8IXV7
KLHL10,Q6JEL2
KLHL13,Q9P2N7
KLHL14,Q9P2G3
KLHL15,Q96M94
KLHL17,Q6TDP4
KLHL18,O94889
KLHL20,Q9Y2M5
KLHL21,Q9UJP4
KLHL22,Q53GT1
KLHL25,Q9H0H3
KLHL26,Q53HC5
KLHL28,Q9NXS3
KLHL30,Q0D2K2
KLHL30-AS1,Q8NEE0
KLHL32,Q96NJ5
KLHL34,Q8N239
KLHL35,Q6PF15
KLHL36,Q8N4N3
KLHL38,Q2WGJ6
KLHL4,Q9C0H6
KLHL40,Q2TBA0
KLHL41,O60662
KLHL42,Q9P2K6
KLHL5,Q96PQ7
KLHL8,Q9P2G9
KLK12,Q9UKR0
KLK13,Q9UKR3
KLK9,Q9UKQ9
KLKP1,Q107X0
KLLN,B2CW77
KLRC3,Q07444
KLRG1,Q96E93
KLRG2,A4D1S0
KMT2E,Q8IZD2
KMT5C,Q86Y97
KNCN,A6PVL3
KNDC1,Q76NI1
KNOP1,Q1ED39
KPLCE,Q5T750
KPNA7,A9QM74
KRBA2,Q6ZNG9
KRBOX1,C9JBD0
KRBOX4,Q5JUW0
KRBOX5,Q7Z2F6
KRCC1,Q9NPI7
KREMEN2,Q8NCW0
KRI1,Q8N9T8
KRT10-AS1,Q8N816
KRT12,Q99456
KRT23,Q9C075
KRT24,Q2M2I5
KRT26,Q7Z3Y9
KRT27,Q7Z3Y8
KRT28,Q7Z3Y7
KRT32,Q14532
KRT37,O76014
KRT38,O76015
KRT39,Q6A163
KRT6,Q14CN4
KRT6C,P48668
KRT71,Q3SY84
KRT72,Q14CN4
KRT73,Q86Y46
KRT77,Q7Z794
KRT82,Q9NSB4
KRT84,Q9NSB2
KRT87P,A6NCN2
KRTAP10-1,P60331
KRTAP10-10,P60014
KRTAP10-11,P60412
KRTAP10-12,P60413
KRTAP10-2,P60368
KRTAP10-3,P60369
KRTAP10-4,P60372
KRTAP10-5,P60370
KRTAP10-6,P60371
KRTAP10-9,P60411
KRTAP1-1,Q07627
KRTAP11-1,Q8IUC1
KRTAP12-1,P59990
KRTAP12-2,P59991
KRTAP12-4,P60329
KRTAP1-3,Q8IUG1
KRTAP13-1,Q8IUC0
KRTAP13-2,Q52LG2
KRTAP13-3,Q3SY46
KRTAP13-4,Q3LI77
KRTAP1-4,P0C5Y4
KRTAP1-5,Q9BYS1
KRTAP15-1,Q3LI76
KRTAP16-1,A8MUX0
KRTAP17-1,Q9BYP8
KRTAP19-1,Q8IUB9
KRTAP19-2,Q3LHN2
KRTAP19-3,Q7Z4W3
KRTAP19-4,Q3LI73
KRTAP19-5,Q3LI72
KRTAP19-6,Q3LI70
KRTAP19-7,Q3SYF9
KRTAP19-8,Q3LI54
KRTAP20-1,Q3LI63
KRTAP20-2,Q3LI61
KRTAP20-3,Q3LI60
KRTAP20-4,Q3LI62
KRTAP2-1,Q9BYU5
KRTAP21-1,Q3LI58
KRTAP21-2,Q3LI59
KRTAP21-3,Q3LHN1
KRTAP2-2,Q9BYT5
KRTAP22-1,Q3MIV0
KRTAP22-2,Q3LI68
KRTAP2-3,P0C7H8
KRTAP23-1,A1A580
KRTAP2-4,Q9BYR9
KRTAP24-1,Q3LI83
KRTAP25-1,Q3LHN0
KRTAP26-1,Q6PEX3
KRTAP27-1,Q3LI81
KRTAP3-1,Q9BYR8
KRTAP3-2,Q9BYR7
KRTAP3-3,Q9BYR6
KRTAP4-1,Q9BYQ7
KRTAP4-12,Q9BQ66
KRTAP4-16,G5E9R7
KRTAP4-3,Q9BYR4
KRTAP4-5,Q9BYR2
KRTAP4-6,Q9BYQ5
KRTAP4-7,Q9BYR0
KRTAP4-8,Q9BYQ9
KRTAP4-9,Q9BYQ8
KRTAP5-1,Q6L8H4
KRTAP5-10,Q6L8G5
KRTAP5-2,Q701N4
KRTAP5-3,Q6L8H2
KRTAP5-4,Q6L8H1
KRTAP5-5,Q701N2
KRTAP5-6,Q6L8G9
KRTAP5-7,Q6L8G8
KRTAP6-1,Q3LI64
KRTAP6-2,Q3LI66
KRTAP6-3,Q3LI67
KRTAP7-1,Q8IUC3
KRTAP8-1,Q8IUC2
KRTAP9-1,A8MXZ3
KRTAP9-3,Q9BYQ3
KRTAP9-4,Q9BYQ2
KRTAP9-6,A8MVA2
KRTAP9-7,A8MTY7
KRTAP9-9,Q9BYP9
KSR,Q8IVT5
KTI12,Q96EK9
KY,Q8NBH2
KYAT1,Q16773
L3MBTL1,Q9Y468
L3MBTL2,Q969R5
L3MBTL3,Q96JM7
L3MBTL4,Q8NA19
LACTB2,Q53H82
LACTBL1,A8MY62
LAMA2,P24043
LAMB1,P07942
LAMP3,Q9UQV4
LAMP5,Q9UJQ1
LAMTOR3,Q9UHA4
LANCL3,Q6ZV70
LAP,Q9HC77
LARGE,O95461
LARP,Q6PKG0
LARP7,Q4G0J3
LARS,Q9P2J5
LARS2,Q15031
LASP1NB,A0A1B0GWH6
LASS2,Q96G23
LASS6,Q6ZMG9
LAX1,Q8IWV1
LBHD1,Q9BQE6
LBHD2,A0A0U1RRK4
LBX2,Q6XYB7
LCA5L,O95447
LCE1A,Q5T7P2
LCE1B,Q5T7P3
LCE1C,Q5T751
LCE1D,Q5T752
LCE1E,Q5T753
LCE1F,Q5T754
LCE2A,Q5TA79
LCE2B,O14633
LCE2C,Q5TA81
LCE2D,Q5TA82
LCE3D,Q9BYE3
LCE3E,Q5T5B0
LCE4A,Q5TA78
LCE5A,Q5TCM9
LCE6A,A0A183
LCMT1,Q9UIC8
LCN12,Q6JVE5
LCN15,Q6UWW0
LCN1P1,Q5VSP4
LCN6,P62502
LCN8,Q6JVE9
LCNL1,Q6ZST4
LCTL,Q6UWM7
LDB1,Q86U70
LDHC,P07864
LDLRAD1,Q5T700
LDLRAD2,Q5SZI1
LDLRAD4,O15165
LEAP2,Q969E1
LECT1,O75829
LEKR1,Q6ZMV7
LEMD1,Q68G75
LENEP,Q9Y5L5
LENG1,Q96BZ8
LENG8,Q96PV6
LENG9,Q96B70
LEO1,Q8WVC0
LEPROTL1,O95214
LETM2,Q2VYF4
LEUTX,A8MZ59
LEXM,Q3ZCV2
LFNG,Q8NES3
LGALS14,Q8TCE9
LGALS16,A8MUM7
LGALS7B,P47929
LGALS9B,Q3B8N2
LGALS9C,Q6DKI2
LGI4,Q8N135
LGTN,P41214
LHB,P01229
LHFPL1,Q86WI0
LHFPL2,Q6ZUX7
LHFPL3,Q86UP9
LHFPL5,Q8TAF8
LHFPL6,Q9Y693
LHFPL7,Q6ICI0
LHX1,P48742
LHX5,Q9H2C1
LHX6,Q9UPM6
LHX8,Q68G74
LHX9,Q9NQ69
LIAT1,Q6ZQX7
LILRA4,P59901
LILRB5,O75023
LIMS3,P0CW19
LIN37,Q96GY3
LIN52,Q52LA3
LIN7A,O14910
LIN7B,Q9HAP6
LIN9,Q5TKA1
LINC00114,Q6XXX2
LINC00158,P58513
LINC00173,Q6ZV60
LINC00208,Q96KT6
LINC00269,Q8N2A0
LINC00301,Q8NCQ3
LINC00303,Q3SY05
LINC00304,Q8N9R0
LINC00308,Q8TCZ7
LINC00310,P59036
LINC00311,Q8N616
LINC00315,P59091
LINC00469,Q8N7U9
LINC00470,Q9BZP3
LINC00471,Q8N535
LINC00473,A8K010
LINC00474,Q9P2X8
LINC00479,Q96M42
LINC00518,Q8N0U6
LINC00523,Q86TU6
LINC00526,Q96FQ7
LINC00574,Q9H8X3
LINC00575,Q6W349
LINC00587,B1AMM8
LINC00588,Q9Y4M8
LINC00596,Q86U02
LINC00597,Q9H2U6
LINC00615,Q96LM1
LINC00696,Q6ZRV3
LINC00869,P0C866
LINC01356,Q8N9X3
LINC01465,Q8N7H1
LINC01546,A6NGU7
LINC01551,Q86U37
LINC01553,A4QN01
LINC01555,Q8NAE3
LINC01556,Q5JQF7
LINC01559,Q495D7
LINC01560,Q8TB33
LINC01561,Q8N1V8
LINC01565,O15544
LINC01587,Q99440
LINC01590,Q5TEZ4
LINC01599,Q8WXQ3
LINC02693,A8MQB3
LINC02875,Q86X59
LINC02877,P0CE67
LINC02881,B7Z368
LINC02898,Q6ZV80
LINC02901,Q4VX62
LINC02902,Q6ZTY9
LINC02906,E5RJ46
LINC02908,Q6ZV77
LINC02913,Q8NAJ2
LINC02915,Q8N8G6
LINC03041,A6NGG3
LINC03042,Q6ZUL3
LINC03122,Q2M2E5
LINCR,Q96EH8
LINGO3,P0C6S8
LINGO4,Q6UY18
LIPF,P07098
LIPH,Q8WWY8
LIPJ,Q5W064
LIPK,Q5VXJ0
LIPM,Q5VYY2
LIPT2,A6NK58
LIX1,Q8N485
LIX1L,Q8IVB5
LKAAEAR1,Q8TD35
LLCFC1,Q96L11
LMAN1L,Q9HAT1
LMAN2L,Q9H0V9
LMBRD2,Q68DH5
LMCD1,Q9NZU5
LMF2,Q9BU23
LMNTD1,Q8N9Z9
LMNTD2,Q8IXW0
LMO7DN,F2Z398
LMOD3,Q0VAK6
LMTK2,Q8IWU2
LMX1A,Q8TE12
LNK,Q9UQQ2
LNP1,A1A4G5
LONRF1,Q17RB8
LONRF2,Q1L5Z9
LONRF3,Q496Y0
LOXHD1,Q8IVV2
LOXL3,P58215
LPAL2,Q16609
LPAR4,Q99677
LPGAT1,Q92604
LPHN2,O95490
LPHN3,Q9HAR2
LPPR1,Q8TBJ4
LRAP,Q6P179
LRATD1,Q96KN4
LRCH2,Q5VUJ6
LRCH4,O75427
LRCOL1,A6NCL2
LRFN1,Q9P244
LRFN3,Q9BTN0
LRFN4,Q6PJG9
LRIT1,Q9P2V4
LRIT2,A6NDA9
LRIT3,Q3SXY7
LRMP,Q12912
LRP11,Q86VZ4
LRP1B,Q9NZR2
LRP3,O75074
LRP5L,A4QPB2
LRRC1,Q9BTT6
LRRC10B,A6NIK2
LRRC14B,A6NHZ5
LRRC17,Q8N6Y2
LRRC2,Q9BYS8
LRRC20,Q8TCA0
LRRC23,Q53EV4
LRRC24,Q50LG9
LRRC26,Q2I0M4
LRRC27,Q9C0I9
LRRC28,Q86X40
LRRC3,Q9BY71
LRRC30,A6NM36
LRRC31,Q6UY01
LRRC34,Q8IZ02
LRRC36,Q1X8D7
LRRC37A,A6NMS7
LRRC37A2,A6NM11
LRRC37A5P,Q49AS3
LRRC37B,Q96QE4
LRRC38,Q5VT99
LRRC39,Q96DD0
LRRC3B,Q96PB8
LRRC4,Q9HBW1
LRRC40,Q9H9A6
LRRC42,Q9Y546
LRRC43,Q8N309
LRRC49,Q8IUZ0
LRRC4B,Q9NT99
LRRC4C,Q9HCJ2
LRRC51,Q96E66
LRRC52,Q8N7C0
LRRC53,A6NM62
LRRC57,Q8N9N7
LRRC58,Q96CX6
LRRC6,Q86X45
LRRC63,Q05C16
LRRC66,Q68CR7
LRRC71,Q8N4P6
LRRC72,A6NJI9
LRRC73,Q5JTD7
LRRC74A,Q0VAA2
LRRC74B,Q6ZQY2
LRRC75A,Q8NAA5
LRRC75B,Q2VPJ9
LRRC8A,Q8IWT6
LRRC8B,Q6P9F7
LRRC8C,Q8TDW0
LRRC8D,Q7L1W4
LRRC8E,Q6NSJ5
LRRC9,Q6ZRR7
LRRCC1,Q9C099
LRRD1,A4D1F6
LRRIQ1,Q96JM4
LRRIQ3,A6PVS8
LRRIQ4,A6NIV6
LRRN3,Q9H3W5
LRRN4CL,Q8ND94
LRRTM1,Q86UE6
LRRTM3,Q86VH5
LRRTM4,Q86VH4
LRTM2,Q8N967
LSAMP,Q13449
LSM1,O15116
LSM10,Q969L4
LSM2,Q9Y333
LSM3,P62310
LSM4,Q9Y4Z0
LSM5,Q9Y4Y9
LSM6,P62312
LSM7,Q9UK45
LSMD1,Q9BRA0
LSMEM1,Q8N8F7
LSMEM2,Q8N112
LSP1,P33241
LTO1,Q8WV07
LURAP1L,Q8IV03
LUZP2,Q86TE4
LUZP6,Q538Z0
LY6D,Q14210
LY6G5B,Q8NDX9
LY6G5C,Q5SRR4
LY6G6C,O95867
LY6G6F,Q5SQ64
LY6H,O94772
LY6K,Q17RY6
LY6L,H3BQJ8
LYG1,Q8N1E2
LYG2,Q86SG7
LYL1,P12980
LYPD1,Q8N2G4
LYPD2,Q6UXB3
LYPD3,O95274
LYPD4,Q6UWN0
LYPD5,Q6UWN5
LYPD6,Q86Y78
LYPD6B,Q8NI32
LYRIC,Q86UE4
LYRM1,O43325
LYRM2,Q9NU23
LYSET,Q8N6I4
LYSMD1,Q96S90
LYSMD2,Q8IV50
LYSMD4,Q5XG99
LYZL2,Q7Z4W2
LYZL4,Q96KX0
LYZL6,O75951
LZIC,Q8WZA0
LZTS3,O60299
M1AP,Q8TC57
MAATS1,Q7Z4T9
MAB21L3,Q8N8X9
MAB21L4,Q08AI8
MACO1,Q8N5G2
MAD2L1BP,Q15013
MAD2L2,Q9UI95
MAEL,Q96JY0
MAF1,Q9H063
MAFIP,Q8WZ33
MAGEA10,P43363
MAGEA11,P43364
MAGEA12,P43365
MAGEA2,P43356
MAGEA2B,P43356
MAGEA4,P43358
MAGEA5P,P43359
MAGEA6,P43360
MAGEA8,P43361
MAGEA9,P43362
MAGEA9B,P43362
MAGEB1,P43366
MAGEB10,Q96LZ2
MAGEB16,A2A368
MAGEB17,A8MXT2
MAGEB18,Q96M61
MAGEB2,O15479
MAGEB3,O15480
MAGEB5,Q9BZ81
MAGEB6,Q8N7X4
MAGEB6B,A0A0J9YX57
MAGEC1,O60732
MAGEC2,Q9UBF1
MAGEC3,Q8TD91
MAGED2,Q9UNF1
MAGED4,Q96JG8
MAGED4B,Q96JG8
MAGEE2,Q8TD90
MAGEF1,Q9HAY2
MAGEH1,Q9H213
MAGIX,Q9H6Y5
MAGOH,P61326
MAGOHB,Q96A72
MAJIN,Q3KP22
MAK16,Q9BXY0
MALSU1,Q96EH3
MAMDC2,Q7Z304
MAMDC4,Q6UXC1
MAML2,Q8IZL2
MAMLD1,Q13495
MAMSTR,Q6ZN01
MAN1,Q9Y2U8
MAN1A1,P33908
MAN1C1,Q9NR34
MAN2A2,P49641
MAN2B2,Q9Y2E5
MAN2C1,Q9NTJ4
MANEA,Q5SRI9
MANEAL,Q5VSG8
MANSC1,Q9H8J5
MANSC4,A6NHS7
MAP10,Q9P2G4
MAP11,Q8WVR3
MAP1LC3B2,A6NCE7
MAP2K6,P52564
MAP3K21,Q5TCX8
MAP3K7CL,P57077
MAP4K2,Q12851
MAP6,Q96JE9
MAP6D1,Q9H9H5
MAP7D2,Q96T17
MAP7D3,Q8IWC1
MAP9,Q49MG5
MAPDA,Q6DHV7
MAPK11,Q15759
MAPK4,P31152
MAPKAPK5,Q8IW41
MAPKAPK5-AS1,Q8N8E1
MAPRE3,Q9UPY8
01-Mar,Q8TCQ1
MARCHF11,A6NNE9
MARCHF5,Q9NX47
MARCHF9,Q86YJ5
MARCOL,A0A1B0GUY1
MARK1,Q9P0L2
MARK2,Q7KZI7
MARK4,Q96L34
MARS,P56192
MARVELD1,Q9BSK0
MARVELD3,Q96A59
MAS1L,P35410
MASP2,O00187
MAST2,Q6P0Q8
MASTL,Q96GX5
MAT2B,Q9NZL9
MATCAP1,Q68EN5
MATCAP2,Q8NCT3
MATN4,O95460
MAU2,Q9Y6X3
MB21D2,Q8IYB1
MBD1,Q9UIS9
MBD3L1,Q8WWY6
MBD3L3,A6NE82
MBD3L4,A6NDZ8
MBD3L5,A6NJ08
MBD6,Q96DN6
MBIP,Q9NS73
MBLAC1,A4D2B0
MBLAC2,Q68D91
MBNL3,Q9NUK0
MBTD1,Q05BQ5
MC5R,P33032
MCCD1,P59942
MCEMP1,Q8IX19
MCF2,P10911
MCF2L2,Q86YR7
MCHR2,Q969V1
MCM8,Q9UJA3
MCM9,Q9NXL9
MCMBP,Q9BTE3
MCMDC2,Q4G0Z9
MCOLN2,Q8IZK6
MCP1,P13500
MCTP1,Q6DN14
MCTS1,Q9ULC4
MCTS2,A0A3B3IRV3
MCU,Q8NE86
MCUB,Q9NWR8
MCUR1,Q96AQ8
MDH1B,Q5I0G3
ME1,P48163
ME2,P23368
MEA,Q16626
MEA1,Q16626
MEAF6,Q9HAF1
MECR,Q9BV79
MED10,Q9BTT4
MED11,Q9P086
MED13,Q9UHV7
MED13L,Q71F56
MED14,O60244
MED14OS,P0DP75
MED16,Q9Y2X0
MED19,A0JLT2
MED20,Q9H944
MED21,Q13503
MED26,O95402
MED28,Q9H204
MED29,Q9NX70
MED31,Q9Y3C7
MED6,O75586
MED7,O43513
MED9,Q9NWA0
MEDAG,Q5VYS4
MEF2B,Q02080
MEGF11,A6BM72
MEGF6,O75095
MEI1,Q5TIA1
MEI4,A8MW99
MEIG1,Q5JSS6
MEIKIN,A0A087WXM9
MEIOB,Q8N635
MEIOC,A2RUB1
MEIOSIN,C9JSJ3
MEIS1,O00470
MEIS3P1,A6NDR6
MEL,P61006
MEOX1,P50221
MESD,Q14696
MESDC1,Q9H1K6
MESDC2,Q14696
MESP1,Q9BRJ9
MESP2,Q0VG99
METAP1,P53582
METAP1D,Q6UB28
METRN,Q9UJH8
METTL11A,Q9BV86
METTL16,Q86W50
METTL17,Q9H7H0
METTL18,O95568
METTL21A,Q8WXB1
METTL21C,Q5VZV1
METTL21EP,A6NDL7
METTL22,Q9BUU2
METTL23,Q86XA0
METTL24,Q5JXM2
METTL25,Q8N6Q8
METTL25B,Q96FB5
METTL26,Q96S19
METTL2B,Q6P1Q9
METTL4,Q8N3J2
METTL5,Q9NRN9
METTL7A,Q9H8H3
METTL8,Q9H825
MEX3C,Q5U5Q3
MEX3D,Q86XN8
MFAP3,P55082
MFAP3L,O75121
MFSD1,Q9H3U5
MFSD10,Q14728
MFSD12,Q6NUT3
MFSD13A,Q14CX5
MFSD14A,Q96MC6
MFSD14B,Q5SR56
MFSD14CP,Q5VZR4
MFSD2,Q8NA29
MFSD2B,A6NFX1
MFSD3,Q96ES6
MFSD4A,Q8N468
MFSD4B,Q5TF39
MFSD5,Q6N075
MFSD6L,Q8IWD5
MFSD7,Q6UXD7
MFSD9,Q8NBP5
MGARP,Q8TDB4
MGAT2,Q10469
MGAT3,Q09327
MGAT4A,Q9UM21
MGAT4B,Q9UQ53
MGAT4C,Q9UBM8
MGAT5,Q09328
MGAT5B,Q3V5L5
MGEA5,O60502
MGRN1,O60291
MICALCL,O94851
MICB,Q29980
MICOS10,Q5TGZ0
MICOS13,Q5XKP0
MICU3,Q86XE3
MIDEAS,Q6PJG2
MIDN,Q504T8
MIER3,Q7Z3K6
MIF4GD,A9UHW6
MIGA1,Q8NAN2
MIGA2,Q7L4E1
MIIP,Q5JXC2
MINA,Q8IUF8
MINAR1,Q9UPX6
MINAR2,P59773
MINDY1,Q8N5J2
MINDY2,Q8NBR6
MINDY4,Q4G0A6
MINOS1,Q5TGZ0
MINPP1,Q9UNW1
MIOS,Q9NXC5
MIPOL1,Q8TD10
MIR1,Q9BTV5
MIR1-1HG,Q9H1L0
MIR16,Q9NZC3
MIR1915HG,Q5T4H9
MIR7,Q8NHL6
MIR9-1HG,Q13536
MIS12,Q9H081
MIS18A,Q9NYP9
MIS18BP1,Q6P0N0
MISFA,A0A0U1RRN3
MISP3,Q96FF7
MIX23,Q4VC31
MIXL1,Q9H2W2
MKI67IP,Q9BYG3
MKL1,Q969V6
MKL2,Q9ULH7
MKP3,Q16828
MKRN1,Q9UHC7
MKRN2OS,H3BPM6
MKRN3,Q13064
MKRN4P,Q13434
MLF2,Q15773
MLLT1,Q03111
MLLT11,Q13015
MLLT3,P42568
MLLT4,P55196
MLLT6,P55198
MLN51,O15234
MLNR,O43193
MMD2,Q8IY49
MMGT1,Q8N4V1
MMP24OS,A0A0U1RRL7
MMRN2,Q9H8L6
MMS22L,Q6ZRQ5
